ID,RA,Dec,period
b313_410_20147,261.25742394,-36.88817732,0.32845
b313_410_75425,261.44023534,-36.88850472,6.07312
b313_410_58549,261.40733985,-36.8608392,0.278472
b313_410_19078,261.27055221,-36.8684307,0.396197
b313_410_49750,261.3776763,-36.86148735,1.946131
b313_410_54684,261.42554842,-36.82384315,0.394135
b313_410_23117,261.30052247,-36.84890571,1.785427
b313_410_75618,261.36278367,-36.9807778,63.251107
b313_410_86141,261.3972865,-36.98186433,2.201189
b313_410_2641,261.29375541,-36.77577067,549.450549
b313_410_71088,261.46831866,-36.83811936,0.307697
b313_410_820,261.18872926,-36.89114312,0.220972
b313_410_50803,261.34090628,-36.90900639,0.530048
b313_410_77570,261.40171859,-36.94275142,57.240985
b313_410_28266,261.30199799,-36.86722074,0.373527
b313_410_5491,261.18466037,-36.91538348,0.202631
b313_410_53088,261.37855799,-36.87331635,0.349969
b313_412_22322,261.84041854,-37.20246568,0.30896
b313_412_31784,261.83712371,-37.24747883,0.651046
b313_412_41910,261.97562653,-37.12667731,0.263076
b313_412_30807,261.95100291,-37.10672138,0.215767
b313_412_5360,261.84628833,-37.12170089,0.30972
b313_412_9949,261.83392697,-37.1563574,0.390738
b313_412_48857,261.90764646,-37.23813743,0.239766
b313_412_64224,261.98879169,-37.20602059,0.389285
b313_412_52588,261.92692921,-37.23092322,6.009977
b313_412_57322,261.95882243,-37.21242338,0.632411
b313_412_40418,261.97214944,-37.12415862,1.497208
b313_412_11865,261.86225777,-37.13095496,0.369194
b313_412_45709,261.88550731,-37.25132587,0.213418
b313_412_71304,261.96015129,-37.27112154,0.818505
b313_412_75219,261.97914561,-37.2655545,1.547796
b313_412_14234,261.9110046,-37.08297006,5.847953
b313_412_49388,261.94098898,-37.20048454,220.750552
b313_412_76364,262.06236781,-37.17029365,8.613264
b313_412_31711,261.90273141,-37.16864612,7.933989
b313_412_38908,261.9033726,-37.19976881,0.302846
b313_414_19670,261.50450902,-36.60489117,0.340581
b313_414_38051,261.63972749,-36.5262285,0.976963
b313_414_53882,261.62636127,-36.61461672,0.35466
b313_414_50504,261.57970347,-36.65423922,0.202413
b313_414_58970,261.5979408,-36.67255846,0.619295
b313_414_20173,261.55009177,-36.55298366,55.370986
b313_414_4220,261.57132443,-36.45595801,0.422174
b313_414_17433,261.50763817,-36.59146664,0.300919
b313_414_48931,261.60606187,-36.61575179,0.241945
b313_414_38709,261.66079963,-36.50401605,0.205039
b313_414_49246,261.66363654,-36.54846832,0.773419
b313_414_5516,261.52262253,-36.51978962,0.646045
b313_414_65010,261.67287105,-36.61174696,1.761152
b313_414_74952,261.65260771,-36.68309245,0.313541
b313_416_57623,262.23985848,-36.92262041,0.458472
b313_416_21715,262.15516962,-36.83701835,0.430511
b313_416_15842,262.07858438,-36.90103265,0.737822
b313_416_11666,262.04282476,-36.92323183,0.40851
b313_416_18033,262.10890727,-36.87521514,29.248318
b313_416_20046,262.10550656,-36.88946112,581.395349
b313_416_5968,262.06661768,-36.86472037,0.569843
b313_416_47983,262.21378001,-36.9013354,0.345764
b313_416_34511,262.10754375,-36.96101849,0.43317
b313_416_40266,262.19142022,-36.8883017,5.018317
b313_416_63289,262.19784006,-37.0062981,0.827055
b313_416_16542,262.08495554,-36.89685964,0.613474
b313_416_9993,262.13055346,-36.80821147,0.220111
b313_416_14559,262.0700419,-36.90477122,0.610933
b313_416_31981,262.15329553,-36.89243172,4.200092
b313_416_51963,262.17881245,-36.96620216,990.09901
b313_416_60581,262.25831705,-36.91669764,0.312653
b313_416_8266,262.09908078,-36.83736348,497.512438
b313_416_24829,262.1020037,-36.91738764,30.45067
b313_501_13711,260.54129858,-37.39690853,0.211677
b313_501_41987,260.64308876,-37.4530608,0.263319
b313_501_14332,260.54668722,-37.39523815,602.409639
b313_501_9035,260.56210821,-37.34394977,0.4338
b313_501_56671,260.75216107,-37.4062737,0.231134
b313_501_5859,260.58155049,-37.30377317,671.14094
b313_501_49724,260.7661479,-37.35201409,57.405281
b313_501_45467,260.73460754,-37.365282,27.048959
b313_501_32840,260.59077985,-37.46138424,757.575758
b313_501_14981,260.60777427,-37.32840268,0.215385
b313_501_42862,260.61244734,-37.49387177,7.842522
b313_501_49769,260.73137775,-37.39298171,0.46224
b313_501_15542,260.53991927,-37.41191984,0.276179
b313_501_8525,260.53305922,-37.37538293,0.205415
b313_501_42893,260.74427731,-37.33953846,0.395768
b313_501_17235,260.52842773,-37.43832213,5.3559
b313_501_16722,260.60997291,-37.3386619,7.815553
b313_501_1382,260.53589001,-37.33476647,10.332713
b313_501_36325,260.60210811,-37.46891585,4.791796
b313_503_25900,261.13094165,-37.72963342,0.548216
b313_503_25244,261.14415194,-37.71145353,0.503908
b313_503_38996,261.23815821,-37.66480605,26.845638
b313_503_6620,261.14242363,-37.63017668,22.644928
b313_503_7535,261.08207358,-37.70432903,0.400859
b313_503_52905,261.27670381,-37.68424234,0.503776
b313_503_5876,261.06966981,-37.71116802,24.009604
b313_503_37012,261.19530684,-37.70537529,0.237986
b313_503_2948,261.12455943,-37.6331814,0.200673
b313_503_26958,261.20582696,-37.64746073,0.410408
b313_503_41488,261.18099368,-37.74253038,0.535877
b313_503_32535,261.21902841,-37.65711246,0.360318
b313_503_18832,261.10442636,-37.72922443,22.962113
b313_503_49480,261.20879274,-37.74723888,0.403177
b313_503_10712,261.12862687,-37.66464663,1.166711
b313_503_28898,261.16023658,-37.70917015,0.344127
b313_503_55308,261.26629628,-37.70809464,0.533404
b313_503_73500,261.33971292,-37.71511707,0.500861
b313_505_26318,260.83600021,-37.11482613,0.201819
b313_505_4404,260.83090952,-37.00682268,292.397661
b313_505_42917,260.86529944,-37.15382482,0.251227
b313_505_55610,260.97257291,-37.08092659,0.398373
b313_505_16508,260.86577466,-37.03240903,892.857143
b313_505_65556,260.97824817,-37.11556873,0.342931
b313_505_16255,260.90387422,-36.98641349,0.304249
b313_505_4041,260.76446659,-37.0827142,155.520995
b313_505_10894,260.85027477,-37.01980537,326.797386
b313_505_41319,260.84833937,-37.1665825,1.009
b313_505_13568,260.84681337,-37.03864633,0.549022
b313_505_34135,260.94615522,-37.01993126,17.972682
b313_505_40366,260.97065213,-37.01861813,584.795322
b313_505_33005,260.92478903,-37.04002505,15.337423
b313_505_14899,260.8592478,-37.03149317,555.555556
b313_505_14374,260.84653862,-37.04344725,248.138958
b313_505_38802,260.9663514,-37.0166687,0.768935
b313_505_11151,260.85075002,-37.02045588,150.15015
b313_505_25001,260.83656822,-37.10826962,1.478
b313_505_29681,260.87165299,-37.08786467,0.422719
b313_505_19763,260.79849268,-37.12803568,505.050505
b313_505_2988,260.86322146,-36.96081299,0.567501
b313_505_25932,260.90031248,-37.03775307,990.09901
b313_507_71232,261.5655252,-37.39894613,0.20334
b313_507_56513,261.47050151,-37.44913606,0.272788
b313_507_42792,261.51433895,-37.34075987,0.365409
b313_507_9364,261.3842781,-37.35368938,0.205737
b313_507_41896,261.4005165,-37.47106328,4.247727
b313_507_64387,261.55316057,-37.38485134,0.210965
b313_507_36246,261.42266105,-37.42121787,0.293898
b313_507_73649,261.5528781,-37.4238379,0.358324
b313_507_57710,261.50117419,-37.4180348,19.286403
b313_507_16942,261.426447,-37.33498037,0.543083
b313_507_5690,261.4371325,-37.2763631,0.364227
b313_507_50813,261.5036703,-37.38653136,0.620779
b313_507_4610,261.40583191,-37.30885662,0.39465
b313_507_45109,261.47880598,-37.39242101,0.246882
b313_507_48348,261.54784295,-37.32432633,69.300069
b313_507_50083,261.45396989,-37.44201999,22.50225
b313_507_69769,261.56995728,-37.38743313,0.378138
b313_509_20422,261.12967536,-36.72926256,2.961033
b313_509_52792,261.15535379,-36.8394366,0.368441
b313_509_39966,261.13272964,-36.81192601,409.836066
b313_509_64926,261.1724844,-36.87137675,7.236937
b313_509_4738,261.0780132,-36.71581288,0.218346
b313_509_46144,261.17585984,-36.78669285,0.67088
b313_509_75559,261.29377248,-36.77577207,546.448087
b313_509_6625,261.07286123,-36.73094031,537.634409
b313_509_51470,261.15878556,-36.8296145,0.216732
b313_509_58407,261.15824278,-36.86062333,0.348693
b313_509_3447,261.1002348,-36.68364133,1.150166
b313_509_66292,261.1905841,-36.8559358,0.367962
b313_509_4287,260.99584449,-36.80996738,12.781186
b313_509_37333,261.11684835,-36.8194127,6.042296
b313_509_38667,261.1884189,-36.74090791,0.923489
b313_509_26182,261.17753843,-36.69930041,0.343039
b313_509_57627,261.20064767,-36.80742068,467.28972
b313_509_60984,261.24211099,-36.77273834,0.393269
b313_509_70953,261.22353574,-36.83837759,0.299837
b313_509_41665,261.21727068,-36.71950595,0.67101
b313_509_73585,261.18873982,-36.89110442,0.220972
b313_509_45870,261.19033138,-36.76845349,74.294205
b313_509_33058,261.07958697,-36.84490661,917.431193
b313_509_39610,261.12968726,-36.81395833,840.336134
b313_509_3709,260.99760363,-36.80512833,0.316019
b313_509_40601,261.12152989,-36.82773479,523.560209
b313_511_72339,261.7892207,-37.15955744,0.239926
b313_511_56005,261.7968948,-37.07943371,0.257069
b313_511_6099,261.69854525,-36.96918012,0.354328
b313_511_54395,261.73552689,-37.14542765,0.432872
b313_511_37707,261.65957518,-37.15975472,0.356462
b313_511_19223,261.67549309,-37.05555986,0.316966
b313_511_51399,261.72174389,-37.14841529,0.230354
b313_511_46362,261.72133649,-37.1266932,0.351511
b313_511_51806,261.69336153,-37.18393435,1.303764
b313_511_72924,261.81971643,-37.12567606,2.697672
b313_511_29276,261.6560242,-37.12458958,485.436893
b313_511_66617,261.81683312,-37.1015932,13.119916
b313_511_4418,261.62939893,-37.04407402,1.780246
b313_511_25331,261.64059463,-37.12485504,0.343178
b313_511_27761,261.70325847,-37.06149844,0.339735
b313_511_21600,261.71711996,-37.01710283,0.204985
b313_511_33411,261.70569122,-37.08473372,0.361689
b313_511_61049,261.75694371,-37.14913047,1.544449
b313_513_3182,261.36424704,-36.37267397,0.259748
b313_513_6347,261.28514265,-36.48068061,133.155792
b313_513_24910,261.35929502,-36.49878597,0.2323
b313_513_48340,261.42917478,-36.5478822,1063.829787
b313_513_26665,261.4372942,-36.41772899,729.927007
b313_513_13673,261.38903815,-36.3974483,1298.701299
b313_513_50816,261.53451943,-36.43747682,0.26601
b313_513_15754,261.39311887,-36.4046876,389.105058
b313_513_51382,261.52697229,-36.44949091,0.213179
b313_513_56651,261.51479157,-36.49264057,2.134426
b313_513_8394,261.27275987,-36.50550972,0.500128
b313_513_36638,261.44599917,-36.46547008,176.678445
b313_513_35030,261.40489699,-36.50481418,540.540541
b313_513_109,261.33335189,-36.39241767,531.914894
b313_513_28620,261.43441727,-36.43356111,666.666667
b313_513_40094,261.49343895,-36.42842847,0.910938
b313_513_17079,261.36884435,-36.44065828,819.672131
b313_513_14266,261.37789769,-36.41377501,0.380671
b313_513_38767,261.49213562,-36.42259972,819.672131
b313_513_31856,261.4025559,-36.49003837,588.235294
b313_513_14029,261.36800115,-36.42404569,0.779806
b313_513_39574,261.39239571,-36.54421914,334.448161
b313_513_48586,261.47251436,-36.49826964,273.972603
b313_513_49742,261.44691716,-36.53456543,35.038542
b313_513_2494,261.30218068,-36.44182396,1.545094
b313_513_24759,261.40072887,-36.449289,1.181014
b313_513_30931,261.47041616,-36.40500651,0.818163
b313_513_15113,261.39239848,-36.4018315,166.389351
b313_515_22997,261.99107509,-36.71781442,632.911392
b313_515_47096,262.08581905,-36.7374181,0.390828
b313_515_55764,262.0192357,-36.86688503,0.677268
b313_515_8255,261.85759269,-36.79485184,0.212617
b313_515_37110,262.04203948,-36.73670728,9.816433
b313_515_10447,261.91297828,-36.73976343,0.288349
b313_515_35534,261.99459352,-36.78552363,0.394342
b313_515_28253,261.96779803,-36.77687441,0.304697
b313_515_5673,261.85840063,-36.78072678,1.172443
b313_515_59023,262.00217041,-36.90580531,0.279009
b313_515_11765,261.84782674,-36.82523556,1.154055
b313_515_60183,262.05047974,-36.85349607,0.50666
b313_515_8947,261.93267194,-36.70824313,558.659218
b313_602_7101,260.87525783,-37.61516956,0.269675
b313_602_29994,261.01025442,-37.56699734,0.511096
b313_602_4694,260.95241599,-37.51404961,0.205428
b313_602_23872,260.99976251,-37.54802946,0.402687
b313_602_40493,261.05046185,-37.57030035,0.3517
b313_602_3655,260.89019522,-37.58221681,0.380007
b313_602_19607,260.95660939,-37.57824672,0.295261
b313_602_70879,261.12454906,-37.63318156,0.200674
b313_602_48697,261.00539075,-37.66359186,4.109983
b313_602_46667,261.02864118,-37.6262847,0.414695
b313_602_18851,261.01841357,-37.50244859,0.288704
b313_602_23284,261.00168554,-37.54296842,0.326712
b313_602_33018,260.94747241,-37.65488497,0.644475
b313_602_23731,260.94866188,-37.60712547,0.529148
b313_602_34996,261.03458819,-37.56285131,1.774056
b313_602_33087,260.96221525,-37.6379937,0.389765
b313_604_25567,261.61392216,-37.8246563,0.511813
b313_604_24810,261.55785629,-37.88637829,0.520936
b313_604_2431,261.55920506,-37.77821106,0.200238
b313_604_60074,261.67244052,-37.9228751,473.933649
b313_604_62113,261.67826577,-37.92638032,0.210841
b313_604_49723,261.64907667,-37.89987117,0.259837
b313_604_6703,261.53487125,-37.8275915,0.282868
b313_604_3479,261.53846894,-37.80757231,840.336134
b313_604_32928,261.56597526,-37.91561156,0.628875
b313_604_18913,261.48934771,-37.93851904,0.317059
b313_604_68654,261.74107591,-37.88614844,0.56699
b313_604_12322,261.5696708,-37.81422081,14.38435
b313_604_16945,261.55126798,-37.85755274,0.480541
b313_604_16948,261.58353327,-37.8200076,2.573009
b313_604_45767,261.56524008,-37.9780275,0.340872
b313_604_61169,261.63912717,-37.96703282,6.755844
b313_604_15598,261.58478085,-37.81230005,0.201842
b313_604_15232,261.54494711,-37.85691244,0.561599
b313_604_57112,261.70518063,-37.87012754,10.795639
b313_604_61620,261.64702675,-37.96021529,0.651479
b313_604_55410,261.70503577,-37.86211852,0.6696
b313_604_14976,261.48646864,-37.92367476,71.073205
b313_604_71424,261.67515864,-37.97689655,0.434669
b313_604_64638,261.67320806,-37.94514678,0.464388
b313_606_44377,261.28593513,-37.2854259,0.539057
b313_606_68781,261.29523961,-37.37650024,0.67052
b313_606_63399,261.33230179,-37.31030804,0.679394
b313_606_58930,261.33533092,-37.28767276,0.381244
b313_606_13287,261.25412053,-37.19312487,0.490134
b313_606_73537,261.36138391,-37.31888919,0.218412
b313_606_72355,261.39746211,-37.27118264,0.392508
b313_606_61325,261.36020587,-37.26856888,44.247788
b313_606_19476,261.15755942,-37.33283941,0.228123
b313_606_72446,261.32578448,-37.35609312,0.567585
b313_606_44977,261.30439144,-37.26609784,0.866867
b313_606_6011,261.23739518,-37.18228709,4.872819
b313_606_57773,261.35230037,-37.26288321,0.383997
b313_606_34029,261.24730063,-37.28817079,0.269444
b313_606_30349,261.19890199,-37.32980313,1.25351
b313_606_72725,261.39746947,-37.27275222,0.336868
b313_606_23972,261.2175993,-37.28161221,534.759358
b313_608_19350,261.83786553,-37.51754337,0.208085
b313_608_43624,261.7866133,-37.67690847,0.268893
b313_608_77946,261.89174381,-37.69944732,0.601551
b313_608_65562,261.93397792,-37.59632312,35.855145
b313_608_44203,261.80072081,-37.66267366,1.441109
b313_608_72732,261.96534631,-37.5900722,3.622926
b313_608_59847,261.83350491,-37.69035547,14.624159
b313_608_32977,261.76431244,-37.65924419,0.201285
b313_608_76358,261.97261822,-37.59697796,0.378126
b313_608_4201,261.7145735,-37.60130304,0.245899
b313_608_78041,261.87641086,-37.7179779,0.790458
b313_608_44928,261.84793806,-37.61003821,7.809449
b313_608_30331,261.81923181,-37.58382979,0.373854
b313_608_63480,261.96400904,-37.55176919,0.218043
b313_608_80645,262.00321206,-37.5791513,0.319664
b313_608_17630,261.75410967,-37.60972771,0.473093
b313_608_40175,261.86034759,-37.57532891,2.968152
b313_608_51953,261.86163326,-37.62329095,16.347883
b313_608_41902,261.90897122,-37.52504675,0.88171
b313_608_39647,261.84648511,-37.58950426,13.704262
b313_608_30721,261.77176555,-37.64142046,1.287847
b313_608_72707,261.89363703,-37.67478385,0.51066
b313_608_12890,261.75726147,-37.58668165,0.220013
b313_610_29680,261.47179398,-37.00287703,0.450586
b313_610_71985,261.61209601,-37.02221705,0.368146
b313_610_63107,261.54898502,-37.05648949,0.235756
b313_610_65502,261.64518049,-36.95318671,0.38255
b313_610_72098,261.66517867,-36.95984894,0.380402
b313_610_56112,261.55844356,-37.01298949,23.992322
b313_610_17896,261.4065396,-37.0303392,0.399033
b313_610_18224,261.53239563,-36.88305921,1.238344
b313_610_22161,261.48131516,-36.96052636,641.025641
b313_610_69107,261.6236866,-36.99475111,719.42446
b313_610_28983,261.50589468,-36.9598315,1.986571
b313_610_14868,261.457825,-36.95701366,0.560906
b313_610_77465,261.64671403,-37.00748679,1.293142
b313_610_3415,261.39729693,-36.98186327,2.20114
b313_610_20014,261.49090739,-36.93975159,79.491256
b313_610_36702,261.5806344,-36.90264993,1.526974
b313_610_31356,261.56844683,-36.89535254,0.321166
b313_610_57260,261.57318565,-37.00068418,0.36865
b313_612_63052,262.15710869,-37.33379674,0.426927
b313_612_52862,262.18266012,-37.25782626,0.294923
b313_612_49473,262.09617278,-37.3464592,0.437729
b313_612_42511,262.14594884,-37.25516932,0.387883
b313_612_18725,262.04951959,-37.26616165,0.615911
b313_612_54845,262.20086351,-37.24488152,6.260173
b313_612_63071,262.23131009,-37.24423388,0.224961
b313_612_58230,262.20745114,-37.25190712,0.451284
b313_612_72813,262.1489123,-37.38711034,0.712007
b313_612_12742,262.07215192,-37.21278348,0.305826
b313_612_44088,262.16833181,-37.23515338,0.370096
b313_612_75377,262.23033784,-37.30041799,1.106452
b313_612_7496,262.0856654,-37.17412102,0.272107
b313_612_68090,262.13082165,-37.38772645,2.908752
b313_612_70623,262.18292861,-37.33644113,0.236197
b313_614_50445,261.78267986,-36.76538519,0.256289
b313_614_33146,261.72179663,-36.74799279,423.728814
b313_614_46567,261.82779902,-36.69167864,0.226475
b313_614_58596,261.82486714,-36.75713642,1.204631
b313_614_14829,261.76212116,-36.60737822,3.737479
b313_614_62433,261.87126135,-36.72040023,0.29043
b313_614_49996,261.85088767,-36.6815216,0.33829
b313_614_6921,261.75127538,-36.5819714,1.695001
b313_614_7130,261.66655594,-36.68374357,0.25189
b313_614_20930,261.75374993,-36.64742194,0.390061
b313_614_25505,261.69490854,-36.74019104,1.522997
b313_614_62519,261.84998152,-36.74634708,1.045686
b313_614_19893,261.69374119,-36.71385518,77.041602
b313_614_3521,261.65260397,-36.6830959,0.313541
b313_614_5195,261.75101295,-36.57419846,0.232698
b313_614_20634,261.73790332,-36.66481118,7.335681
b313_614_29474,261.80582208,-36.62839789,0.262845
b313_614_6703,261.73733998,-36.59757542,286.532951
b313_614_20310,261.69535654,-36.71388523,0.605217
b313_614_66213,261.87768914,-36.73281322,2.970003
b313_614_11751,261.77988452,-36.57115323,943.396226
b313_614_35428,261.79133072,-36.67692641,826.446281
